OBJECTID,Name,Area_Code,Work_ID,zone_code,Gov,Address,Shape_Leng,حالة الحصر,المباني المنجزة,إجمالي المباني,عدد الوحدات,نسبة الإنجاز %,عدد الفرق,عدد المهندسين,آخر تحديث بواسطة,Shape_Length,Shape_Area
89,غزة-الرمال الجنوبي,GGA0008,INDAS_G023,FGGA0008_E017,غزة, ,2561.732814,قيد الحصر,3,150,585,2,1,2,سناء ريان,2561.732814,288800.5535
92,غزة-مربع مسجد السلام وأرض الريس,GGA0006,INDAS_G034,FGGA0006_E010,غزة, ,1572.768402,قيد الحصر,49,162,476,30,1,2,سناء ريان,1572.768402,150999.147
93,خانيونس-مربع مدينة حمد,KQA0001,INDAS_K006,FKQA0001_E003,خانيونس, ,3139.234042,قيد الحصر,103,121,2324,85,,,,3139.234042,376383.0371
106,الشمال- مربع الصفطاوي,NJA0005,INDAS_N006,FNJA0005_E017,الشمال, ,992.4115211,قيد الحصر,4,159,424,,1,2,جنين  ريان,992.4115211,52330.62758
108,الشمال-عباد الرحمن-مربع مدرسة أسامة بن زيد,NJA0005,INDAS_N005,FNJA0005_E019,الشمال, ,1055.514256,قيد الحصر,,,239,,1,2,جنين  ريان,1055.514256,59988.09301
111,الشمال-عباد الرحمن,NJA0005,INDAS_N001,FNJA0005_E001,الشمال,المنطقة ارض الشنطي الواقعة بين دوار الصاروخ ومفترق الامن العام ومفترق برج الاندلس,1877.763814,قيد الحصر,145,192,394,76,1,2,جنين  ريان,1877.763814,156127.8774
114,الشمال-عباد الرحمن,NJA0005,INDAS_N001,FNJA0005_E004,الشمال,المنطقة ارض الشنطي الواقعة بين دوار الصاروخ ومفترق الامن العام ومفترق برج الاندلس,1390.137806,قيد الحصر,97,123,418,79,1,2,جنين  ريان,1390.137806,106338.8943
119,غزة-المنطقة التي تجمع بين مربع الجسر -عيادة وكالة الشيخ رضوان - مربع القسطل-مربع مسجد حطين,GGA0009,INDAS_G013,FGGA0009_E012,غزة, ,1482.311075,قيد الحصر,,,565,,,,سامر وهبة,1482.311075,137320.6285
120,غزة-المنطقة التي تجمع بين مربع الجسر -عيادة وكالة الشيخ رضوان - مربع القسطل-مربع مسجد حطين,GGA0009,INDAS_G013,FGGA0009_E013,غزة, ,1625.617303,قيد الحصر,,,729,,1,2,سامر وهبة,1625.617303,163424.5312
121,غزة-المنطقة التي تجمع بين مربع الجسر -عيادة وكالة الشيخ رضوان - مربع القسطل-مربع مسجد حطين,GGA0009,INDAS_G013,FGGA0009_E014,غزة, ,1240.475179,قيد الحصر,28,177,828,16,1,2,سامر وهبة,1240.475179,91459.18143
122,غزة-مربع أبو علبة ومسجد اليرموك,GGA0005,INDAS_G052,FGGA0005_E006,غزة, ,1364.719194,قيد الحصر,51,226,661,23,1,3,سامر وهبة,1364.719194,107551.4476
134,غزة-مربع ملعب فلسطين ومربع برج الشوا والحصري,GGA0008,INDAS_G026,FGGA0008_E018,غزة, ,2247.666138,قيد الحصر,,,265,,,,سامر وهبة,2247.666138,214028.8636
135,غزة-الرمال الشمالي-مربع فلسطين,GGA0008,INDAS_G003,FGGA0008_E008,غزة,المنطقة بين شارع الجلاء مفترق الغفري الى محطة البربري وبين شارع النصر من مسجد الحبيب محمد الى محلات البسمة,1723.580578,قيد الحصر,88,216,583,41,1,2,سامر وهبة,1723.580578,176276.1767
136,غزة-الرمال الشمالي-مربع فلسطين,GGA0008,INDAS_G003,FGGA0008_E010,غزة,المنطقة بين شارع الجلاء مفترق الغفري الى محطة البربري وبين شارع النصر من مسجد الحبيب محمد الى محلات البسمة,1917.888453,قيد الحصر,,,26,,1,2,سامر وهبة,1917.888453,208760.3271
165,غزة-تل الهوى-المستشفى الأردني,GGA0007,INDAS_G005,FGGA0007_E001,غزة,المنطقة بين شارع الصناعة مطعم الأصيل الى شارع المغربي  وصولا الى برشلونة,2184.506808,قيد الحصر,92,143,278,64,1,3,سناء ريان,2184.506808,205024.7959
167,غزة-مربع مسجد السلام وأرض الريس,GGA0006,INDAS_G034,FGGA0006_E018,غزة, ,1793.757718,قيد الحصر,98,139,509,71,1,2,سناء ريان,1793.757718,133432.209
168,غزة-مربع مسجد السلام وأرض الريس,GGA0006,INDAS_G034,FGGA0006_E019,غزة, ,1130.733726,قيد الحصر,54,138,396,39,1,2,سناء ريان,1130.733726,85477.67028
173,غزة-مربع مسجد الفلاح,GGA0007,INDAS_G041,FGGA0007_E015,غزة, ,2196.458929,قيد الحصر,54,169,696,32,1,4,سناء ريان,2196.458929,184710.0667
176,غزة-مربع الكتيبة,GGA0007,INDAS_G032,FGGA0007_E018,غزة, ,2376.062303,قيد الحصر,59,173,896,34,1,2,سناء ريان,2376.062303,276980.5486
177,غزة-مربع الجامعات ومربع الاذاعة والتلفزيون القديم,GGA0007,INDAS_G033,FGGA0007_E019,غزة, ,1924.048936,قيد الحصر,131,193,585,68,1,3,سناء ريان,1924.048936,221580.7075
179,غزة-الشهداء,GGA0008,INDAS_G024,FGGA0008_E019,غزة, ,1889.144277,قيد الحصر,64,140,410,46,1,2,سناء ريان,1889.144277,190883.8625
180,غزة-الرمال الجنوبي,GGA0008,INDAS_G023,FGGA0008_E020,غزة, ,2445.0868,قيد الحصر,30,129,640,23,1,2,سناء ريان,2445.0868,184596.7208
203,الوسطى-النصيرات-مربع أرض أبو شمالة ومركز رعاية النصيرات,MNU0002,INDAS_M003,FMNU0002_E013,الوسطى, ,3708.892242,قيد الحصر,,,632,,,,فاطمة جبر,3708.892242,421287.2132
213,الوسطى-النصيرات-مربع أرض الدعوة و المحكمة الشرعية,MNU0002,INDAS_M004,FMNU0002_E023,الوسطى, ,2142.552389,قيد الحصر,0,358,807,,1,2,فاطمة جبر,2142.552389,141649.4149
214,الوسطى-النصيرات-مربع أرض الدعوة و المحكمة الشرعية,MNU0002,INDAS_M004,FMNU0002_E024,الوسطى, ,3795.857727,قيد الحصر,,,480,,1,2,فاطمة جبر,3795.857727,734932.0382
217,الوسطى--النصيرات-أرض المفتي,MNU0002,INDAS_M001,FMNU0002_E001,الوسطى,منطقة مربع المفتي والمخيم الجديد وارض ابو مهادي,1939.012122,قيد الحصر,131,182,434,72,1,2,فاطمة جبر,1939.012122,169568.7589
218,الوسطى--النصيرات-أرض المفتي,MNU0002,INDAS_M001,FMNU0002_E003,الوسطى,منطقة مربع المفتي والمخيم الجديد وارض ابو مهادي,1671.399238,قيد الحصر,242,356,524,68,1,2,فاطمة جبر,1671.399238,113538.8504
231,خانيونس-المعسكر-مربع كراج رفح البطن السمين ومربع صالة روان للأفراح,KKY0006,INDAS_K022,FKKY0006_E017,خانيونس, ,1801.411665,قيد الحصر,,353,852,,1,2,أفنان  أبو جزر,1801.411665,127965.3481
233,خانيونس-البلد,KKY0006,INDAS_K002,FKKY0006_E006,خانيونس,حانيونس البلد المنطقة الواقعة جنوب شارع البحر وشرق منتزة البلدية,1182.545447,قيد الحصر,95,169,488,56,,,,1182.545447,74859.79016
234,خانيونس-البلد,KKY0006,INDAS_K002,FKKY0006_E005,خانيونس,حانيونس البلد المنطقة الواقعة جنوب شارع البحر وشرق منتزة البلدية,1109.642946,قيد الحصر,,,415,,1,2,أفنان  أبو جزر,1109.642946,63927.19264
249,خانيونس-حي الأمل,KKY0006,INDAS_K001,FKKY0006_E002,خانيونس,منطقة العرايشية-جنوب بركة المشروع  وفي الشرق من الاتحدا النسائي الى مسجد حسن البنا,1071.564521,قيد الحصر,,,370,,1,,أفنان  أبو جزر,1071.564521,64641.07154
258,غزة-مربع مقبرة الشيخ رضوان وبرج الايطالي,GGA0009,INDAS_G053,FGGA0009_E016,غزة, ,1953.589662,قيد الحصر,13,221,775,6,1,3,سامر وهبة,1953.589662,232457.6558
259,غزة-المنطقة التي تجمع بين مربع الجسر -عيادة وكالة الشيخ رضوان - مربع القسطل-مربع مسجد حطين,GGA0009,INDAS_G013,FGGA0009_E017,غزة, ,1097.466501,قيد الحصر,38,162,681,23,1,3,سامر وهبة,1097.466501,68581.07573
262,الوسطى-النصيرات-مخيم النصيرات,MNU0002,INDAS_M005,FMNU0002_E026,الوسطى, ,1667.737549,قيد الحصر,67,246,550,27,1,,فاطمة جبر,1667.737549,98571.09481
8,غزة-مدينة الزهراء,GZA0004,INDAS_G006,FGZA0004_E002,غزة,المنطقة بين قصر العدل ومجمع السلامة الطبي  الى شارع الرشيد,7370.427121,مناطق حصر جديدة,,246,213,,,,,7370.427121,2954041.801
14,الشمال-الكرامة,NJA0005,INDAS_N002,FNJA0005_E008,الشمال,مربع ليالينا ومربع مبنى السفينة,3430.973787,مناطق حصر جديدة,7,246,516,,,,,3430.973787,638726.9868
15,غزة-مربع مسجد الكنز,GGA0008,INDAS_G025,FGGA0008_E012,غزة, ,1809.126368,مناطق حصر جديدة,,167,782,,,,,1809.126368,203366.7303
17,غزة-مربع الميناء,GGA0008,INDAS_G022,FGGA0008_E013,غزة, ,1958.56378,مناطق حصر جديدة,,207,847,,,,,1958.56378,145144.5963
18,الشمال-عباد الرحمن-مربع مدرسة أسامة بن زيد,NJA0005,INDAS_N005,FNJA0005_E010,الشمال, ,1753.537494,مناطق حصر جديدة,1,149,313,,,,,1753.537494,105432.4069
19,مربع مدرسة عوني الحرثاني و مصنع أبو حمرة,NJA0005,INDAS_N003,FNJA0005_E011,الشمال, ,2480.316386,مناطق حصر جديدة,10,122,351,,,,,2480.316386,229708.9075
20,غزة-المنطقة الواقعة بين مربع مسجد الشمعة ومربع كشكو,GGA0002,INDAS_G039,FGGA0002_E001,غزة, ,2359.681292,مناطق حصر جديدة,98,319,785,,,,,2359.681292,192216.3992
21,غزة-مربع البرهام,GGA0002,INDAS_G038,FGGA0002_E002,غزة, ,1803.372757,مناطق حصر جديدة,98,239,517,,,,,1803.372757,193489.8812
22,غزة-مربع مدرسة موسى بن نصير,GGA0005,INDAS_G050,FGGA0005_E001,غزة, ,1553.47529,مناطق حصر جديدة,75,176,466,,,,,1553.47529,111690.7716
23,غزة-مربع عايدية ومربع كرم مصلحة,GGA0008,INDAS_G019,FGGA0008_E014,غزة, ,2743.807961,مناطق حصر جديدة,103,254,647,,,,,2743.807961,233474.9088
24,غزة-مربع فهمي الجرجاوي والفواخير,GGA0006,INDAS_G029,FGGA0006_E005,غزة, ,2488.231235,مناطق حصر جديدة,74,277,671,,,,,2488.231235,220314.6031
25,غزة-مربع سوق فراس ومستشفى المعمداني,GGA0002,INDAS_G030,FGGA0002_E003,غزة, ,2817.67344,مناطق حصر جديدة,54,278,556,,,,,2817.67344,266189.2296
26,غزة-مربع عسقولة,GGA0002,INDAS_G037,FGGA0002_E004,غزة, ,1745.109166,مناطق حصر جديدة,,157,374,,,,,1745.109166,105431.4694
27,غزة-مربع مسجد التوحيد والسنة ومجمع الصحابة الطبي,GGA0006,INDAS_G051,FGGA0006_E006,غزة, ,3350.641358,مناطق حصر جديدة,,630,1543,,,,,3350.641358,335702.4046
28,غزة-مربع النديم,GGA0002,INDAS_G044,FGGA0002_E005,غزة, ,2364.912468,مناطق حصر جديدة,36,284,520,,,,,2364.912468,249705.6643
29,غزة-الزيتون-مربع مسجد علي بن ابي طالب ومنطقة السموني,GZA0004,INDAS_G047,FGZA0004_E003,غزة, ,2449.968615,مناطق حصر جديدة,13,310,451,,,,,2449.968615,360483.3566
30,غزة-مربع الزهارنة ومربع المشاهرة,GGA0005,INDAS_G020,FGGA0005_E002,غزة, ,3460.369223,مناطق حصر جديدة,,517,1157,,,,,3460.369223,371990.4928
31,غزة-مربع عمو عماد ومربع مركز صحي الصبرة,GGA0002,INDAS_G036,FGGA0002_E006,غزة, ,1639.570725,مناطق حصر جديدة,,170,269,,,,,1639.570725,152780.753
32,غزة-مربع نادي الهلال الرياضي,GGA0005,INDAS_G015,FGGA0005_E003,غزة, ,2127.471901,مناطق حصر جديدة,,343,529,,,,,2127.471901,261511.2564
33,غزة-مربع عبدالله عزام وبيارة الدهشان,GGA0006,INDAS_G035,FGGA0006_E007,غزة, ,1369.644056,مناطق حصر جديدة,31,209,612,,,,,1369.644056,107902.4501
34,غزة-مربع عزبة عبد العال,GGA0005,INDAS_G014,FGGA0005_E004,غزة, ,2116.121342,مناطق حصر جديدة,,274,542,,,,,2116.121342,191375.3803
35,غزة-مربع المجمع الاسلامي,GGA0002,INDAS_G043,FGGA0002_E007,غزة, ,4329.479691,مناطق حصر جديدة,,613,970,,,,,4329.479691,657162.416
39,غزة-شرق مخيم الشاطئ,GGA0010,INDAS_G018,FGGA0010_E001,غزة, ,1501.721793,مناطق حصر جديدة,69,483,1145,,,,,1501.721793,139861.1868
40,غزة-مربع أبو الأمين وأبو اسكندر,GGA0009,INDAS_G010,FGGA0009_E005,غزة, ,1922.920362,مناطق حصر جديدة,82,333,1244,,,,,1922.920362,166724.046
43,غزة-مربع أبراج تل الهوى,GGA0007,INDAS_G042,FGGA0007_E006,غزة, ,1913.523217,مناطق حصر جديدة,,113,778,,,,,1913.523217,204781.6054
45,غزة-مربع الشيخ رضوان_الشارع الثاني,GGA0009,INDAS_G009,FGGA0009_E007,غزة, ,2942.347917,مناطق حصر جديدة,,605,2151,,,,,2942.347917,336280.1422
46,غزة-الزيتون مربع الدحدوح والقرية البدوية,GZA0004,INDAS_G046,FGZA0004_E004,غزة, ,4762.512764,مناطق حصر جديدة,,290,309,,,,,4762.512764,629598.5795
47,غزة-مربع شملخ ومسجد مصعب بن عمير,GZA0004,INDAS_G045,FGZA0004_E005,غزة, ,3315.123314,مناطق حصر جديدة,,269,634,,,,,3315.123314,386523.8817
48,غزة-مربع مستشفى العيون ومدرسة النصر,GGA0009,INDAS_G012,FGGA0009_E008,غزة, ,1476.133199,مناطق حصر جديدة,,327,588,,,,,1476.133199,134246.085
49,غزة-مربع أبراج المقوسي وأبراج المخابرات,GGA0009,INDAS_G008,FGGA0009_E009,غزة, ,2256.829653,مناطق حصر جديدة,,160,686,,,,,2256.829653,282848.6915
50,غزة-المغراقة,GZA0004,INDAS_G048,FGZA0004_E006,غزة, ,5193.487939,مناطق حصر جديدة,,365,270,,,,,5193.487939,1089872.204
51,غزة-منطقة أبو مدين ومنطقة عزبة الحمامية,GZA0004,INDAS_G049,FGZA0004_E007,غزة, ,6070.197583,مناطق حصر جديدة,,116,74,,,,,6070.197583,1637488.884
54,الوسطى-النصيرات-مربع أرض الدعوة و المحكمة الشرعية,MNU0002,INDAS_M004,FMNU0002_E005,الوسطى, ,6398.219064,مناطق حصر جديدة,0,254,159,,,,,6398.219064,1881579.494
55,غزة-مربع مكتبة البلدية العامة ومربع أبو خضرة,GGA0006,INDAS_G027,FGGA0006_E009,غزة, ,2456.782586,مناطق حصر جديدة,39,393,820,,,,,2456.782586,349709.3832
57,الوسطى-النصيرات-مربع أراضي (مطر والحرثاني وأبو عريبان),MNU0002,INDAS_M006,FMNU0002_E007,الوسطى, ,3362.203137,مناطق حصر جديدة,0,230,414,,,,,3362.203137,436095.4553
58,الوسطى-النصيرات-مربع أرض أبو مراحيل ومخيم 1 ومربع مسجد الفرج,MNU0002,INDAS_M007,FMNU0002_E008,الوسطى, ,1826.044982,مناطق حصر جديدة,0,194,444,,,,,1826.044982,139743.8586
60, H الوسطى-النصيرات-منطقة بيارة أبو سليم الشرقية وبلوك,MNU0002,INDAS_M008,FMNU0002_E010,الوسطى, ,2127.986628,مناطق حصر جديدة,0,298,683,,,,,2127.986628,281883.1856
62,الوسطى-النصيرات-مربع أراضي (أبو غولة-أبو مهادي-اللوح-أبو زكري),MNU0002,INDAS_M002,FMNU0002_E012,الوسطى, ,6346.464229,مناطق حصر جديدة,0,435,544,,,,,6346.464229,1659865.344
63,الوسطى-دير البلح-مربع المشاعلة الغربي ومربع صالة سونستا للأفراح,MDB0003,INDAS_M010,FMDB0003_E003,الوسطى, ,3712.902007,مناطق حصر جديدة,0,302,276,,,,,3712.902007,800424.0169
64,الوسطى-دير البلح-مربع بوبع أرض القدرة وأبو هولي (الجعفراوي الغربي),MDB0003,INDAS_M014,FMDB0003_E004,الوسطى, ,4582.175769,مناطق حصر جديدة,0,230,162,,,,,4582.175769,1046714.971
65,خانيونس-مربع محطة الأغا ومربع محطة عودة,KQA0001,INDAS_K007,FKQA0001_E001,خانيونس, ,4933.612737,مناطق حصر جديدة,,592,604,,,,,4933.612737,1067809.085
66,خانيونس-مربع مدرسة عيد الأغا وصالة بانوراما ومربع مسجد العباسي,KQA0001,INDAS_K008,FKQA0001_E002,خانيونس, ,3705.119256,مناطق حصر جديدة,,301,285,,,,,3705.119256,855062.2999
67,خانيونس-مربع مسجد الكتيبة ومربع الربوات العربية,KBS0002,INDAS_K013,FKBS0002_E001,خانيونس, ,4246.764722,مناطق حصر جديدة,,,305,,,,,4246.764722,638974.5463
68,خانيونس-مربع المحطة,KBS0002,INDAS_K014,FKBS0002_E002,خانيونس, ,1917.111771,مناطق حصر جديدة,,,236,,,,,1917.111771,184500.1157
69,خانيونس-مربع مركز المدينة 1,KKY0004,INDAS_K020,FKKY0004_E001,خانيونس, ,1695.777885,مناطق حصر جديدة,,207,685,,,,,1695.777885,139066.678
70,خانيونس-مربع مركز المدينة 2 ومربع حارة الشاعر ومدرسة عبد الرحمن الأغا,KKY0004,INDAS_K023,FKKY0004_E002,خانيونس, ,2467.647566,مناطق حصر جديدة,,,974,,,,,2467.647566,295893.7657
71,خانيونس-مربع مسجد أبو بكر الصديق,KKY0006,INDAS_K012,FKKY0006_E008,خانيونس, ,2351.605502,مناطق حصر جديدة,,292,473,,,,,2351.605502,337335.956
73,خانيونس-مربع بركة حي الأمل والعرايشية مربع مسجد حسن البنا,KKY0006,INDAS_K011,FKKY0006_E010,خانيونس, ,2255.581668,مناطق حصر جديدة,,45,83,,,,,2255.581668,250540.5281
74,خانيونس-مربع شارع الترنس ومربع شارع القدرة,KKY0006,INDAS_K016,FKKY0006_E011,خانيونس, ,1346.02285,مناطق حصر جديدة,,192,600,,,,,1346.02285,91236.19035
75,خانيونس-مربع إسكان حي الأمل ومربع مدرسة هارون الرشيد الثانوية,KKY0006,INDAS_K015,FKKY0006_E012,خانيونس, ,2132.422311,مناطق حصر جديدة,,354,1318,,,,,2132.422311,218726.7567
76,خانيونس-المعسكر-مربع الهلال الأحمر ومربع المدارس,KKY0006,INDAS_K018,FKKY0006_E013,خانيونس, ,2853.155099,مناطق حصر جديدة,,,967,,,,,2853.155099,278342.1411
77,خانيونس-المعسكر-مربع عيادة وكالة الظهرة ومربع بركة,KKY0007,INDAS_K017,FKKY0007_E001,خانيونس, ,1493.367088,مناطق حصر جديدة,,413,824,,,,,1493.367088,130187.2602
81,خانيونس-المعسكر-مربع كراج رفح البطن السمين ومربع صالة روان للأفراح,KKY0006,INDAS_K022,FKKY0006_E014,خانيونس, ,2112.003389,مناطق حصر جديدة,,326,652,,,,,2112.003389,196042.5731
82,خانيونس-مربع أبراج الفرا والمنطقة المقابر,KKY0006,INDAS_K024,FKKY0006_E015,خانيونس, ,3226.392204,مناطق حصر جديدة,,259,533,,,,,3226.392204,566289.1807
83,خانيونس-المواصي-مربع محطة الأسطل للبترول,KKY0007,INDAS_K004,FKKY0007_E005,خانيونس, ,5859.471224,مناطق حصر جديدة,26,168,74,,,,,5859.471224,1595793.506
84,غزة-مربع أبراج الفيروز ومربع برج نجم,GGA0010,INDAS_G011,FGGA0010_E002,غزة, ,2096.613342,مناطق حصر جديدة,,251,830,,,,,2096.613342,215857.0333
85,غزة-الشاطئ الشمالي,GGA0010,INDAS_G007,FGGA0010_E003,غزة, ,3216.16379,مناطق حصر جديدة,,146,124,,,,,3216.16379,541285.3071
86,غزة-البلاخية,GGA0010,INDAS_G016,FGGA0010_E004,غزة, ,2485.183735,مناطق حصر جديدة,,219,606,,,,,2485.183735,172865.5942
87,غزة-مخيم الشاطئ-مربع المسجد الغربي ومسجد التوحيد,GGA0010,INDAS_G017,FGGA0010_E005,غزة, ,2153.937998,مناطق حصر جديدة,,683,1417,,,,,2153.937998,207181.2029
88,غزة-مربع أبو حصيرة,GGA0008,INDAS_G021,FGGA0008_E016,غزة, ,2592.660926,مناطق حصر جديدة,93,100,220,,,,,2592.660926,212002.2238
90,غزة-مربع أنصار وعزبة الحمامية,GGA0007,INDAS_G031,FGGA0007_E008,غزة, ,2636.077706,مناطق حصر جديدة,140,153,344,,,,,2636.077706,345864.0087
91,غزة-مربع مجلس الوزراء,GGA0007,INDAS_G040,FGGA0007_E009,غزة, ,2555.905978,مناطق حصر جديدة,,247,886,,,,,2555.905978,285292.614
94,الوسطى-دير البلح-مربع مسجد الأبرار,MDB0003,INDAS_M012,FMDB0003_E005,الوسطى, ,3985.455989,مناطق حصر جديدة,0,119,39,,,,,3985.455989,891275.0811
95,الوسطى-دير البلح-مربع أم ظهير ومسجد الرياطي,MDB0003,INDAS_M015,FMDB0003_E006,الوسطى, ,4957.866601,مناطق حصر جديدة,0,142,79,,,,,4957.866601,1392021.16
96,الوسطى-وادي السلقا-مربع الجعفراوي ومربع حارة السعايدة والشرطة,MDB0003,INDAS_M016,FMDB0003_E007,الوسطى, ,3974.751329,مناطق حصر جديدة,0,402,315,,,,,3974.751329,869468.9156
97,خانيونس-مربع إسكان الياباني,KKY0007,INDAS_K005,FKKY0007_E006,خانيونس, ,8890.118856,مناطق حصر جديدة,,185,122,,,,,8890.118856,1668736.127
